Name,Icon (Male),Icon (Female),Equip Slot,Caption,Weight,Damage Negation (Physical),Damage Negation (VS Strike),Damage Negation (VS Slash),Damage Negation (VS Pierce),Damage Negation (Magic),Damage Negation (Fire),Damage Negation (Lightning),Damage Negation (Holy),Immunity (Poison and Rot),Robustness (Blood),Frost,Focus (Madness),Sleep,Vitality (Death Blight),Poise,Sell Price,Drop Type,Obtainable,ID,Armor Set ID,Armor ID,Icon ID (Male),Icon ID (Female),Model ID,Armor Category,Sort Group ID,Sort ID,Resident SpEffect ID [1],Resident SpEffect ID [2],Resident SpEffect ID [3],Hidden Effect,Physical Negation (Raw),Strike Negation (Raw),Slash Negation (Raw),Pierce Negation (Raw),Magic Negation (Raw),Fire Negation (Raw),Lightning Negation (Raw),Holy Negation (Raw),Info (Unused)
Briar Gauntlets,,-,Arm,"Battered gauntlets from a foreign land.
Worn by Elemer of the Briar.

The winding, rusted iron briars are a mark of the guilty, and typically indicate a sentence of death. They also cause this armor to deal damage when performing dodge rolls.

Elemer murdered numerous instructors and merchants, and was known as the Bell Bearing Hunter.",3.9,3.2,2.8,3.3,3.1,2.7,3.1,2.1,2.7,12,24,-,8,-,8,3,500,Purple,Yes,210200,21,0200,13242,13242,1670,2,80,707050,6021020,-1,-1,,0.968,0.967,0.972,0.969,0.973,0.969,0.979,0.973,Gauntlets worn by Condor Knights
Fingerprint Gauntlets,,-,Arm,"Iron gauntlets singed and blistered by fingers.
Worn by Vyke, knight of the Roundtable Hold.

No other Tarnished was closer to the throne of the Elden Lord than Vyke. But without announcement, Vyke traveled far below the capital, and was scorched by the flame of frenzy.

Did he make his choice for his maiden, or did some other force lure him with suggestion?",3.5,3.3,2.9,2.9,2.9,2.3,3.1,1.6,2.3,11,20,-,4,-,8,4,500,Purple,Yes,950200,95,0200,14572,14572,1470,2,80,707060,-1,-1,-1,,0.967,0.971,0.971,0.971,0.977,0.969,0.984,0.977,Deformed gauntlets of a mad knight in despair
Royal Remains Gauntlets,,-,Arm,"Gauntlets graced with gold human bones.
Worn by the unspeaking adherent of Sir Gideon the All-Knowing.

Slowly replenishes HP when HP is reduced.

It is said that the bones belong to an ancient lord―the soulless king. The lord of the lost and desperate, who was known as Ensha.",3.5,2.9,2.8,3.2,2.9,2.3,2.5,1.9,2.1,12,19,-,8,-,4,3,500,Purple,Yes,690200,69,0200,14062,14062,1310,2,80,707070,6069020,-1,-1,,0.971,0.968,0.972,0.971,0.977,0.975,0.981,0.979,Gauntlets that mediate via body of famed ancestor
All-Knowing Gauntlets,,-,Arm,"Gauntlets set with countless eyes and ears.
Worn by Gideon Ofnir, the All-Knowing.

Knowledge begins with the recognition of one's ignorance. The realization that the search for knowledge is unending. But when Gideon glimpsed into the will of Queen Marika, he shuddered in fear.

At the end that should not be.",3.5,3.2,2.9,3.3,2.9,3.1,2.3,2.5,2.1,9,15,-,7,-,7,4,1000,Purple,Yes,590200,59,0200,13862,13862,1210,2,80,707080,-1,-1,-1,,0.968,0.967,0.971,0.971,0.969,0.977,0.975,0.979,"Gauntlets of Gideon Ofnir, the All-Knowing"
Royal Knight Gauntlets,,-,Arm,"Silver gauntlets of Loretta, a knight who served Miquella's Haligtree.

Loretta, once a royal Carian knight, went on a journey in search of a haven for Albinaurics, and determined that the Haligtree was their best chance for eventual salvation.",5.2,4.0,3.6,4.4,4.2,3.5,3.3,3.1,3.2,17,22,-,12,-,12,5,1000,White,Yes,280200,28,0200,13372,13372,1740,2,80,707090,-1,-1,-1,,0.96,0.956,0.964,0.958,0.965,0.967,0.969,0.968,Gauntlets of an Arbor Sentinel
Maliketh's Gauntlets,,-,Arm,"Beast's gauntlets made of black iron and decorated with gold.
Worn by Maliketh the Black Blade.

Maliketh, Queen Marika's loyal half-brother, bore a blade imbued with Destined Death, and there was not one demigod who did not fear him.

Champions knew what was at stake.
Indeed, that is what made them champions.",4.3,3.3,2.9,3.5,3.3,2.7,2.8,2.3,3.2,12,19,-,8,-,17,4,2000,White,Yes,760200,76,0200,14152,14152,1620,2,80,707100,-1,-1,-1,,0.967,0.965,0.971,0.967,0.973,0.972,0.977,0.968,Gauntlets of Maliketh the Black Blade
Banished Knight Gauntlets,,-,Arm,"Thick, full set of armor covering the entire body.
These gauntlets were worn by knights who, whether by misfortune or misdeed, were forced to abandon their homes.

These fierce warriors were each and all accomplished. Perhaps that is why, despite their territorial losses, they were still named knights.",5.8,4.7,3.7,4.9,4.4,3.3,3.3,3.2,3.3,20,28,-,13,-,14,6,100,White,Yes,200200,20,0200,13222,13222,1650,2,90,708000,-1,-1,-1,,0.953,0.951,0.963,0.956,0.967,0.967,0.968,0.967,"Knight's gauntlets, worn by salt winds and battle"
Night's Cavalry Gauntlets,,-,Arm,"Pitch-black gauntlets thinly painted with dried blood.
Worn by the Night's Cavalry who ride funeral steeds.

The Night's Cavalry, who now wander the dim roads of night, were once led by the Fell Omen and were deliverers of death for great warriors, knights, and champions.",4.3,3.5,3.2,3.5,3.3,2.7,3.1,2.7,3.1,13,19,-,8,-,8,4,500,White,Yes,230200,23,0200,13282,13282,1690,2,90,708010,-1,-1,-1,,0.965,0.965,0.968,0.967,0.973,0.969,0.973,0.969,Gauntlets covered in blackened bloodstains
Veteran's Gauntlets,,-,Arm,"Old gauntlets that have seen many battles.
Worn by Niall, the veteran general of Sol.

Niall was a lone survivor who commanded spirits to defend his long-passed master.

This aging general could not die, nor did he have anywhere to fade away.",6.3,4.7,4.3,4.7,4.4,3.3,3.5,3.2,3.3,21,30,-,15,-,15,8,1000,White,Yes,780200,78,0200,14192,14192,1660,2,90,708020,-1,-1,-1,,0.953,0.953,0.957,0.956,0.967,0.965,0.968,0.967,Veteran General's old gauntlets
Scaled Gauntlets,,-,Arm,"Gauntlets worn by Old Knight Istvan.
The corroded metal is reinforced with rock-hard scales, making it highly effective against non-physical attacks.

Istvan is one of a few wizened Tarnished who survive to this day.",5.3,4.0,3.4,4.2,4.0,3.3,3.5,3.2,3.3,19,28,-,13,-,13,6,500,White,Yes,80200,8,0200,13042,13042,1120,2,90,708030,-1,-1,-1,,0.96,0.958,0.966,0.96,0.967,0.965,0.968,0.967,Gauntlets made from layered ancient dragon scales
Beast Champion Gauntlets,,-,Arm,"Silver gauntlets engraved with tiny beasts.
Worn by Bernahl the Recusant.

Beasts are drawn to champions, and to lords. And this armor befits a champion worthy of becoming a lord. And that is what Bernahl was.

Until his maiden threw herself into the fire.",5.8,4.4,4.1,4.7,4.6,3.2,3.4,3.2,3.3,19,30,-,14,-,13,6,200,White,Yes,720200,72,0200,14102,14102,1330,2,90,708040,-1,-1,-1,,0.956,0.953,0.959,0.954,0.968,0.966,0.968,0.967,Gauntlets of Belnahr the Traitor
Tree Sentinel Gauntlets,,-,Arm,"Golden gauntlets of the heavy cavalry Tree Sentinels who serve the Erdtree.

Imposingly sturdy and nigh unbreakable, the grace of old yet lingers.",6.3,4.7,3.7,4.7,4.4,3.2,4.3,3.1,3.5,22,30,-,14,-,15,6,1000,White,Yes,270200,27,0200,13352,13352,1730,2,90,708050,-1,-1,-1,,0.953,0.953,0.963,0.956,0.968,0.957,0.969,0.965,Gauntlets of a Tree Sentinel
Malformed Dragon Gauntlets,,-,Arm,"Malformed golden gauntlets.
Adorned with various dragon imagery and worn by the misshapen Tree Sentinels.

After the great ancient dragon Gransax attacked, the sentinels had an epiphany. The only way to truly protect the Erdtree was to become dragons themselves.",5.3,4.2,3.7,4.4,4.2,3.2,3.2,3.4,3.2,19,25,-,13,-,13,6,1000,Purple,Yes,260200,26,0200,13342,13342,1720,2,90,708060,-1,-1,-1,,0.958,0.956,0.963,0.958,0.968,0.968,0.966,0.968,"Malformed, golden gauntlets used by Gnarrl"
Crucible Gauntlets,,-,Arm,"Gauntlets of the Crucible Knights who served Godfrey, the first Elden Lord.

Hold the power of the crucible of life, the primordial form of the Erdtree. Strengthen Aspects of the Crucible incantations.

In time, the strength shown by these knights, and even their appearance, was seen as chaotic and deserving of scorn.",5.2,4.4,3.4,4.2,4.2,3.2,3.2,2.8,3.3,17,24,-,12,-,12,6,1000,White,Yes,570200,57,0200,13802,13802,2110,2,90,708070,6057020,-1,-1,,0.956,0.958,0.966,0.958,0.968,0.968,0.972,0.967,Gauntlets used by the Crucible Knights
Radahn's Gauntlets,,-,Arm,"Gauntlets depicting the golden lion.
Worn by General Radahn.

The golden lion is said to symbolize Godfrey, the first Elden Lord, and his beast regent, Serosh. From his youngest years, Radahn was naturally captivated by the Lord of the Battlefield.",5.8,4.7,3.7,4.6,4.4,3.3,3.5,3.1,3.3,20,33,-,14,-,13,6,2000,White,Yes,470200,47,0200,13672,13672,2010,2,90,708080,-1,-1,-1,,0.953,0.954,0.963,0.956,0.967,0.965,0.969,0.967,"Gauntlets of Radahn, God of War"
Lionel's Gauntlets,,-,Arm,"Rounded iron gauntlets.
Worn by Lionel the Lionhearted.

When this chivalrous, dauntless knight met Fia, who had been driven from her home, he declared himself to be her father.",7.1,4.4,4.1,4.9,5.0,3.3,3.7,3.2,3.3,21,33,-,14,-,17,8,500,White,Yes,640200,64,0200,13972,13972,1260,2,100,709000,-1,-1,-1,,0.956,0.951,0.959,0.95,0.967,0.963,0.968,0.967,Oddly shaped gauntlets used by foreign knights
Bull-Goat Gauntlets,,-,Arm,"Great Horned Tragoth's gauntlets, adorned with a gold bull-goat motif. Provide high poise.

Tragoth is a famed knight of assistance. Countless Tarnished, facing adversity in the Lands Between, have survived thanks only to the Great Horned One's aid.",8.8,5.2,5.2,4.6,4.6,3.3,3.3,3.7,3.2,24,28,-,15,-,18,10,500,White,Yes,140200,14,0200,13132,13132,1180,2,100,709010,-1,-1,-1,,0.948,0.954,0.948,0.954,0.967,0.967,0.963,0.968,Great Horned Tragoth's gauntlets
Omen Gauntlets,,-,Arm,"Malformed gauntlets resembling an Omen with its horns cut off.

Worn by the Dung Eater, their form is a vision of the landscape of his mind, and of his appearance as he wished to see it.

The heart of an Omen without the body to match; could there be any crueler existence?
What does it matter, then, if the curse claims it all?",7.7,4.6,3.7,4.7,4.7,3.2,3.6,3.7,3.4,22,21,-,19,-,25,9,500,Purple,Yes,970200,97,0200,14632,14632,1490,2,100,709020,6097020,6097021,-1,,0.954,0.953,0.963,0.953,0.968,0.964,0.963,0.966,Gauntlets of a curse gnawed Omen
Fire Prelate Gauntlets,,-,Arm,"Black iron gauntlets with the appearance of flames.
Attire of the Fire Prelates, commanders of the Fire Monks.

The weighty frames of the Prelates symbolized the onus of their grave vows as guardians of the flame. ""Etch this sight upon thine breast. Of my thunderous gravity.""",8.2,4.9,4.3,4.6,4.6,3.3,5.0,3.2,3.3,22,21,-,30,-,17,9,500,Purple,Yes,360200,36,0200,13522,13522,1830,2,100,709030,-1,-1,-1,,0.951,0.954,0.957,0.954,0.967,0.95,0.968,0.967,Fire Prelate gauntlets which resemble flames
Ragged Gloves,,-,Arm,Gauntlets pieced together from scavenged metal.,2.9,2.3,2.5,2.3,2.3,2.7,2.8,2.9,2.7,21,14,-,18,-,18,2,100,White,No,610200,61,0200,13902,13902,1230,2,255,999999,-1,-1,-1,,0.977,0.977,0.975,0.977,0.973,0.972,0.971,0.973,Gauntlets pieced together from scavenged metal
Brave's Bracer,,-,Arm,"Gauntlets wrapped in thick leather.
Garb worn by warriors of the frigid uplands.

Has a fur lining which excels at keeping
the cold at bay.",0.8,0.6,0.6,0.6,0.1,3.1,2.8,2.9,3.1,12,6,-,20,-,20,0,500,White,No,700200,70,0200,14072,14072,1320,2,255,999999,-1,-1,-1,,0.994,0.994,0.994,0.999,0.969,0.972,0.971,0.969,Gauntlets of a warrior of the frigid uplands
Millicent's Gloves,,-,Arm,Gloves worn by Millicent the Rotting,1.1,1.0,1.0,1.0,0.6,3.1,2.9,3.1,3.1,13,7,-,21,-,21,0,500,White,No,1950200,195,0200,15362,15362,2590,2,255,999999,-1,-1,-1,,0.99,0.99,0.99,0.994,0.969,0.971,0.969,0.969,Gloves worn by Millicent the Rotting
Golden Prosthetic,,-,Arm,Golden prosthetic forged using ancient techniques,2.8,1.5,1.5,1.5,1.3,3.2,3.1,3.2,3.2,15,8,-,25,-,25,1,500,White,No,1970200,197,0200,15372,15372,2600,2,255,999999,-1,-1,-1,,0.985,0.985,0.985,0.987,0.968,0.969,0.968,0.968,Golden prosthetic forged using ancient techniques
Cloth Trousers,,-,Leg,"Trousers made of coarse material, commonly worn in the Lands Between.",2.0,3.0,2.3,1.5,2.3,7.3,7.1,6.8,7.1,26,14,-,37,-,37,1,10,White,Yes,160300,16,0300,13163,13163,1200,3,10,800000,-1,-1,-1,,0.97,0.985,0.977,0.977,0.927,0.929,0.932,0.929,Trousers made of rough material
Traveler's Boots,,-,Leg,"Light yet sturdy leather boots.

Worn by young women who set off into the world to confront their fate.",3.1,3.8,3.4,3.0,2.3,7.7,7.3,7.4,7.2,24,15,-,47,-,47,1,100,White,Yes,1020300,102,0300,14763,14763,2210,3,10,800010,-1,-1,-1,,0.962,0.97,0.966,0.977,0.923,0.927,0.926,0.928,Skirt worn by Malenia
Commoner's Shoes,,-,Leg,"Modest shoes made of cloth.
Standard wear for commoners of the Lands Between.

Only, there are no commoners remaining with their wits about them.",2.0,1.5,3.0,3.0,2.3,7.1,6.5,6.8,7.1,22,14,-,39,-,41,1,10,White,Yes,810300,81,0300,14263,14263,2140,3,10,800020,-1,-1,-1,,0.985,0.97,0.97,0.977,0.929,0.935,0.932,0.929,Waistcloth of a rune cursed citizen
Aristocrat Boots,,-,Leg,"Boots made from tanned leather.
Travel attire worn by nobles in the capital.

Abandoning their birthplace after the Shattering, these undead wanderers are the pitiful product of unending life.",2.9,4.3,4.8,4.3,4.3,3.6,3.8,4.3,3.6,29,21,-,23,-,19,1,10,White,Yes,370300,37,0300,13543,13543,1860,3,10,800030,-1,-1,-1,,0.957,0.957,0.952,0.957,0.964,0.962,0.957,0.964,"Aristocrat boots, made of thick leather"
Old Aristocrat Shoes,,-,Leg,"Hard-wearing shoes made of leather.
Travel attire worn by nobles in the capital. Garb favored by the aged.

Abandoning their birthplace after the Shattering, these undead wanderers are the pitiful product of unending life.",2.0,3.4,3.4,3.0,3.4,4.5,5.0,4.5,3.4,22,15,-,17,-,20,1,10,White,Yes,390300,39,0300,13573,13573,1880,3,10,800040,-1,-1,-1,,0.966,0.97,0.966,0.966,0.955,0.95,0.955,0.966,Aristocrat shoes made from sturdy leather
Page Trousers,,-,Leg,"Trousers worn by pages who serve the nobility and are mindful to keep them out of harm's way.

Traveling wear tailored with exquisite precision, to avoid any undue shame for the page's master.",2.5,3.4,3.0,2.3,2.3,7.2,7.1,7.3,7.3,24,13,-,44,-,44,1,200,Purple,Yes,220300,22,0300,13263,13263,1680,3,10,800050,-1,-1,-1,,0.966,0.977,0.97,0.977,0.928,0.929,0.927,0.927,Trousers worn by pages
Guardian Greaves,,-,Leg,"Engraved golden greaves.
Worn by the guardians of the Minor Erdtrees.

In accordance with an ancient pact with the Erdtree, it is said that their deaths led not to destruction, but instead to renewed, eternal life as guardians.",5.5,6.2,5.8,5.8,5.4,6.8,6.5,6.8,6.8,47,31,-,37,-,35,3,100,White,Yes,330300,33,0300,13463,13463,1800,3,10,800060,-1,-1,-1,,0.938,0.942,0.942,0.946,0.932,0.935,0.932,0.932,Greaves worn by the people of rotted abundance
Prisoner Trousers,,-,Leg,"Tattered trousers.
Worn by a prisoner convicted of an appalling crime.

Never once washed, every fiber is filthy.
The smell is beyond belief.",2.0,2.3,3.0,3.0,2.3,6.8,6.5,6.5,7.2,26,14,-,39,-,39,1,100,White,Yes,890300,89,0300,14443,14443,1410,3,10,800070,-1,-1,-1,,0.977,0.97,0.97,0.977,0.932,0.935,0.935,0.928,Tattered trousers
Mushroom Legs,,-,Leg,"Mushrooms found growing all over the body.
These overgrown mushrooms have colonized the legs.

To those enraptured by the scarlet rot, they are holy vestments that root one to the earth.",3.1,3.4,4.0,1.5,3.0,7.6,3.0,7.3,7.4,63,15,-,56,-,47,1,100,White,Yes,1130300,113,0300,14943,14943,2310,3,10,800080,-1,-1,-1,,0.966,0.985,0.96,0.97,0.924,0.97,0.927,0.926,Leg wraps with slime mold growing on it
Astrologer Trousers,,-,Leg,"Trousers worn inside a robe.
Worn by those who look to the cosmos above.

They read fate in the stars, and are said to be heirs of the glintstone sorcerers.

But alas, the night sky no longer cradles fate.",3.9,3.8,3.4,3.4,3.4,7.7,7.4,7.6,7.4,31,15,-,56,-,47,3,100,White,Yes,630300,63,0300,13953,13953,1250,3,20,801000,-1,-1,-1,,0.962,0.966,0.966,0.966,0.923,0.926,0.924,0.926,Trousers of the glintstone polishers
Sorcerer Leggings,,-,Leg,"Leggings worn by Raya Lucaria's scholars of sorcery.
Made by wrapping a simple cloth around the legs.",2.0,2.3,3.0,3.0,0.3,7.3,7.1,6.8,7.2,24,7,-,39,-,37,1,100,White,Yes,830300,83,0300,14313,14313,2160,3,20,801010,-1,-1,-1,,0.977,0.97,0.97,0.997,0.927,0.929,0.932,0.928,Leggings worn by Raya Lucaria's magic scholars
Battlemage Legwraps,,-,Leg,"Legwraps worn by scholars of the Raya Lucaria Academy, tattered from being worn on the battlefield.",2.5,3.0,3.4,2.3,3.0,7.4,6.8,7.1,7.2,26,14,-,39,-,44,1,500,White,Yes,1000300,100,0300,14683,14683,1520,3,20,801020,-1,-1,-1,,0.97,0.977,0.966,0.97,0.926,0.932,0.929,0.928,Waistcloth of an unaffiliated glintstone sorcerer
Errant Sorcerer Boots,,-,Leg,"Commonplace leather boots, sturdy enough to withstand a long journey.",3.1,3.0,3.0,3.8,3.0,7.6,7.3,7.2,7.6,24,15,-,47,-,51,1,500,White,Yes,990300,99,0300,14663,14663,1510,3,20,801030,-1,-1,-1,,0.97,0.962,0.97,0.97,0.924,0.927,0.928,0.924,Shoes worn by a great sorcerer turned hermit
Spellblade's Trousers,,-,Leg,"Glintstone sorcerer Rogier's trousers, graced with an intricate, aristocratic decoration. Strengthen glintstone sorcery skills.

Rogier spent his entire life behaving with utter detachment. No one noticed the anger, grief, regret, or fear that existed along with it.",2.6,2.9,2.2,2.9,2.9,7.3,6.7,7.0,7.3,25,13,-,38,-,41,1,200,White,Yes,130300,13,0300,13113,13113,1170,3,20,801040,6013030,-1,-1,,0.971,0.971,0.978,0.971,0.927,0.933,0.93,0.927,Glintstone sorcerer Rogier's Trousers
Alberich's Trousers,,-,Leg,"Mad Tongue Alberich's trousers.

Alberich was an aloof yet disturbed heretical sorcerer said to have been driven mad by jeering tongues during his service to the Roundtable Hold long ago.",2.5,3.0,2.3,3.0,3.0,7.3,6.8,7.2,7.3,26,14,-,41,-,44,1,200,White,Yes,120300,12,0300,13093,13093,1160,3,20,801050,-1,-1,-1,,0.97,0.97,0.977,0.97,0.927,0.932,0.928,0.927,Boots of a defected glintstone sorcerer
Preceptor's Trousers,,-,Leg,"Trousers of the magic preceptors who serve the Carian royals.
Black and perfectly discreet.",3.9,3.4,3.8,3.4,3.4,8.3,7.6,7.3,7.3,31,15,-,51,-,47,2,200,White,Yes,910300,91,0300,14503,14503,1430,3,20,801060,-1,-1,-1,,0.966,0.966,0.962,0.966,0.917,0.924,0.927,0.927,Boots worn by ruthless Chaplains
Old Sorcerer's Legwraps,,-,Leg,"Ragged waistcloth that extends to the thighs.
Common amongst old-fashioned sorcerers.",2.5,3.4,1.5,3.4,1.5,8.1,6.8,7.2,7.3,24,13,-,39,-,44,1,1000,White,Yes,580300,58,0300,13843,13843,2120,3,20,801070,-1,-1,-1,,0.966,0.966,0.985,0.985,0.919,0.932,0.928,0.927,Dull red waistcloth of a Crystal Sorcerer
Queen's Leggings,,-,Leg,"Leggings indicating the highest order of sorcerer.
Worn by Rennala, Queen of the Full Moon.

When Rennala, head of both the Academy of Raya Lucaria and the Carian royal family, lost her husband Radagon, her heart went along with him.

And then, those at the academy realized. That Rennala was no champion, after all.",2.0,2.3,1.5,1.5,0.3,7.6,6.8,7.1,7.3,22,14,-,37,-,41,1,2000,White,Yes,510300,51,0300,13713,13713,2050,3,20,801080,-1,-1,-1,,0.977,0.985,0.985,0.997,0.924,0.932,0.929,0.927,"Trousers of Rennala, the Full Moon Witch"
Snow Witch Skirt,,-,Leg,"Witch's skirt in the color of snow.

Once worn by the snowy crone who the young Ranni encountered deep in the woods. She was a witch, and well versed in cold sorceries.
It is said that the doll that houses Ranni's soul was modeled after her.

That old witch was Ranni's secret mentor.",3.1,3.0,3.4,3.4,2.3,7.4,7.4,7.3,7.4,24,20,-,44,-,44,1,1000,White,Yes,1010300,101,0300,14743,14743,2200,3,20,801090,-1,-1,-1,,0.97,0.966,0.966,0.977,0.926,0.926,0.927,0.926,Skirt worn by Enchantress Ranni
Prophet Trousers,,-,Leg,"Trousers of exiled prophets who foretold misfortune—and were persecuted and driven from their homes as a result.

Made from rough fabric that scrapes against the skin like a sharpening file.",3.1,3.0,3.4,3.4,3.0,7.6,7.3,7.2,7.6,26,14,-,47,-,51,1,100,White,Yes,620300,62,0300,13923,13923,1240,3,20,801100,-1,-1,-1,,0.97,0.966,0.966,0.97,0.924,0.927,0.928,0.924,Trousers of the exiled prophets
Traveling Maiden Boots,,-,Leg,"Boots worn by traveling maidens.

Maidens traversed the Lands Between for different reasons. Some to seek audience with the Fingers. Others, to find the Tarnished who they were destined to guide.",2.9,3.1,3.5,3.5,2.4,7.7,7.4,7.5,7.7,29,15,-,47,-,51,1,10,White,Yes,900300,90,0300,14463,14463,1420,3,20,801110,-1,-1,-1,,0.969,0.965,0.965,0.976,0.923,0.926,0.925,0.923,Skirt worn by traveling clerics
Finger Maiden Shoes,,-,Leg,"Shoes worn by maidens who serve the Two Fingers.

The maidens live to serve a chosen Tarnished, sharing their guidance and the wisdom of the Two Fingers.

The guidance of grace would ensure that the pair be brought together. Or at least, such was the promise long ago.",2.5,3.0,2.3,2.3,1.5,7.6,7.2,7.3,7.6,24,13,-,39,-,39,1,500,White,Yes,902300,90,2300,14482,14482,1425,3,20,801120,-1,-1,-1,,0.97,0.977,0.977,0.985,0.924,0.928,0.927,0.924,Skirt worn by Saints
Sage Trousers,,-,Leg,"Thick burgundy trousers.
Attire of the wise sages who were deemed heretical.

Evidence that the wearer was driven from town.",2.5,3.4,3.0,3.0,1.5,7.6,7.1,7.3,7.6,22,13,-,39,-,41,1,100,White,Yes,430300,43,0300,13613,13613,1940,3,20,801130,-1,-1,-1,,0.966,0.97,0.97,0.985,0.924,0.929,0.927,0.924,Waistcloth of travelling musician gripped by death
Gold Waistwrap,,-,Leg,"Waistwrap made in the image of Erdtree branches.
A minimal adornment made by Lord Goldmask's disciples.

Those disciples have long since left him.",4.4,4.0,3.8,3.8,3.0,7.6,7.4,7.6,8.1,35,15,-,56,-,56,3,500,White,Yes,1040300,104,0300,14783,14783,2230,3,20,801140,-1,-1,-1,,0.96,0.962,0.962,0.97,0.924,0.926,0.924,0.919,Waistcloth worn by researchers of the Golden Order
Perfumer Sarong,,-,Leg,"Sarong of an Erdtree Capital perfumer.

In times past, the role of perfumer was much respected; a blessed apothecary in the eyes of the many. But after entering the battlefields of the Shattering they performed no such role, trading their aromatics for poisons and explosives.",2.5,2.3,3.4,3.0,2.3,7.3,6.8,7.1,7.3,37,11,-,39,-,41,1,500,White,Yes,90300,9,0300,13063,13063,1130,3,30,802000,-1,-1,-1,,0.977,0.97,0.966,0.977,0.927,0.932,0.929,0.927,Sarong of an Erdtree Capital perfumer
Traveler's Slops,,-,Leg,"Slops of a traveling perfumer of no renown.

An associate of a healer, he is said to be in search of new aromatics and flower gardens, in hopes of treating Misbegotten, Omen, and all those seen as impure.",2.5,3.0,3.0,2.3,1.5,7.3,7.3,7.1,7.3,34,13,-,41,-,39,1,100,Purple,Yes,100300,10,0300,13073,13073,1140,3,30,802010,-1,-1,-1,,0.97,0.977,0.97,0.985,0.927,0.927,0.929,0.927,Trousers of an unaffiliated perfumer
Depraved Perfumer Trousers,,-,Leg,"Trousers worn by depraved perfumers.

These heresy-inclined perfumers imbibe their own spices to alter body and mind. Their slow descent into self-destruction is what earned them their name.",4.3,3.9,3.9,3.7,3.3,7.8,7.5,7.3,7.5,46,15,-,40,-,58,2,500,White,Yes,540300,54,0300,13743,13743,2080,3,30,802020,-1,-1,-1,,0.961,0.963,0.961,0.967,0.922,0.925,0.927,0.925,Boots of a depraved perfumer gripped by madness
Consort's Trousers,,-,Leg,"Fine white trousers, perfectly suited for wearing beneath a silk robe.",2.5,3.0,2.3,2.3,3.0,7.4,7.1,7.1,7.3,29,15,-,41,-,39,1,500,White,Yes,960300,96,0300,14593,14593,1480,3,30,802030,-1,-1,-1,,0.97,0.977,0.977,0.97,0.926,0.929,0.929,0.927,"Skirt of Tanith, Lady of the Volcano Manor"
Fur Leggings,,-,Leg,"Leggings fashioned from bristly pelts.
Worn by ancestral follower warriors.

The ancestral followers keep their distance from the Erdtree, awaiting new buds. They are certain to sprout from their very flesh, and indeed, their souls.",3.1,3.4,3.8,3.4,3.4,3.8,4.0,5.0,4.0,39,26,-,34,-,24,1,100,White,Yes,300300,30,0300,13423,13423,1760,3,30,802040,-1,-1,-1,,0.966,0.966,0.962,0.966,0.962,0.96,0.95,0.96,Leggings worn by worshippers of stag specters
Shaman Leggings,,-,Leg,"Leggings fashioned from bristly pelts.
Worn by ancestral follower shamans.

The ancestral followers live a distance from the Erdtree, awaiting new buds. They are certain to sprout from their very flesh, and indeed, their souls.",3.1,3.0,3.4,3.0,4.5,4.5,4.0,4.5,3.8,39,26,-,34,-,22,1,100,White,Yes,301300,30,1300,13428,13428,1765,3,30,802050,-1,-1,-1,,0.97,0.97,0.966,0.955,0.955,0.96,0.955,0.962,%null%
Godskin Apostle Trousers,,-,Leg,"Trousers made by sewing together patches of smooth skin.
Worn by the Godskin Apostles.

The apostles, once said to serve Destined Death, are wielders of the god-slaying black flame. But after their defeat by Maliketh, the Black Blade, the source of their power was sealed away.",2.5,3.4,3.0,3.0,1.5,7.2,6.8,7.1,7.9,26,13,-,41,-,39,1,1000,White,Yes,520300,52,0300,13723,13723,2060,3,30,802060,-1,-1,-1,,0.966,0.97,0.97,0.985,0.928,0.932,0.929,0.921,Boots made from tanned Demigod skin
Godskin Noble Trousers,,-,Leg,"Trousers made by sewing together patches of smooth skin.
Subcutaneous fat makes them plump and soft.
Worn by Godskin Nobles.

Nobles are the most ancient apostles who are said to have assimilated inhuman physiology. Not unlike the crucible, the Erdtree in its primordial form.",2.5,2.3,4.5,3.0,2.3,7.2,6.5,6.8,7.7,24,14,-,39,-,41,1,1000,White,Yes,530300,53,0300,13733,13733,2070,3,30,802070,-1,-1,-1,,0.977,0.97,0.955,0.977,0.928,0.935,0.932,0.923,Boots made from tanned corpulent Demigod skin
Sanguine Noble Waistcloth,,-,Leg,"Waistcloth sewn from black cloth.
Worn by the nobles who serve the Lord of Blood.

Known to strike from pools of blood, these assassins are missionaries come to share the gospel of accursed blood.",2.5,3.0,2.3,2.3,2.3,7.4,6.5,7.3,7.6,29,11,-,44,-,41,1,500,White,Yes,320300,32,0300,13453,13453,1790,3,30,802080,-1,-1,-1,,0.97,0.977,0.977,0.977,0.926,0.935,0.927,0.924,Waistcloth of dyed black material
Leather Trousers,,-,Leg,"Well-made leather trousers.

The lower legs are each bound in cord for ease of movement.",5.5,6.5,5.4,6.8,6.8,5.0,5.4,3.4,4.5,16,29,-,11,-,7,8,200,White,Yes,40300,4,0300,13003,13003,1010,3,40,803000,-1,-1,-1,,0.935,0.932,0.946,0.932,0.95,0.946,0.966,0.955,Well-made leather trousers
